sld,occurrence_count,words,word_count,length,vowels,consonants,vowel_percentage
gtecablemodem,24387,"['cable', 'modem']",2,13,5,8,38.46
linn-ky-hth-000,24384,"['linn', '000']",2,15,1,14,6.67
hotel-istanbul,24350,"['hotel', 'istanbul']",2,14,5,9,35.71
superfasthome,24338,"['super', 'fast', 'home']",3,13,5,8,38.46
adultcammoney,24338,"['adult', 'cam', 'money']",3,13,5,8,38.46
zinsen-beim-tagesgeld-1,24331,"['sen', 'beim', 'ages', 'geld']",4,23,7,16,30.43
mybigcommerce,24294,"['big', 'commerce']",2,13,4,9,30.77
ciboperanimali,24257,"['oper', 'animal']",2,14,7,7,50.0
servidoresdns,24246,"['ser', 'vid', 'ores', 'dns']",4,13,4,9,30.77
seoulhotelsdeals,24219,"['seoul', 'hotels', 'deals']",3,16,7,9,43.75
hotelsinvictoria,24192,"['hotels', 'victoria']",2,16,7,9,43.75
bestellen-winkel,24189,"['best', 'ellen', 'winkel']",3,16,5,11,31.25
directorioforuns,24177,"['director', 'runs']",2,16,7,9,43.75
adam-interiors,24165,"['adam', 'interiors']",2,14,6,8,42.86
populargreeting,24156,"['popular', 'greeting']",2,15,6,9,40.0
wtccommunications,24129,"['wtc', 'communications']",2,17,6,11,35.29
top-hotels-es,24114,"['top', 'hotels']",2,13,4,9,30.77
temporarywebsiteaddress,24095,"['temporary', 'website', 'address']",3,23,8,15,34.78
jamesonbiggins,24085,"['jameson', 'big', 'gins']",3,14,5,9,35.71
newageautocover,24076,"['new', 'age', 'auto', 'cover']",4,15,8,7,53.33
instagramvideodownload,24064,"['insta', 'gram', 'video', 'download']",4,22,9,13,40.91
theconversionpros,24050,"['the', 'conversion', 'pros']",3,17,6,11,35.29
clarityenhanced,24036,"['clarity', 'enhanced']",2,15,5,10,33.33
creteislandhotels,24022,"['crete', 'island', 'hotels']",3,17,6,11,35.29
lauraandbrett,23978,"['laura', 'and', 'brett']",3,13,5,8,38.46
sexstories-free,23958,"['sex', 'stories', 'free']",3,15,6,9,40.0
illinoisproperty,23938,"['illinois', 'property']",2,16,6,10,37.5
gtmg-lmydgaogig,23938,"['gao', 'gig']",2,15,3,12,20.0
webstoreplace,23919,"['webs', 'replace']",2,13,5,8,38.46
comparehotelsprague,23895,"['compare', 'hotels', 'prague']",3,19,8,11,42.11
nttlikedomains4,23892,"['ntt', 'like', 'domains']",3,15,5,10,33.33
pethealthnetworkpro,23886,"['pet', 'health', 'network', 'pro']",4,19,6,13,31.58
newportmarketplace,23868,"['newport', 'marketplace']",2,18,6,12,33.33
lolclassifieds,23856,"['lol', 'classifieds']",2,14,5,9,35.71
unisonnetworks,23855,"['unison', 'networks']",2,14,5,9,35.71
blacklabelescort,23850,"['black', 'label', 'escort']",3,16,5,11,31.25
lunanode-rdns,23799,"['luna', 'node', 'rdns']",3,13,4,9,30.77
ucsfmedicalcenter,23798,"['medical', 'center']",2,17,6,11,35.29
tinyhoodreview,23797,"['tiny', 'hood', 'review']",3,14,6,8,42.86
erospornlinks,23790,"['eros', 'porn', 'links']",3,13,4,9,30.77
dotinternetbd,23745,"['dot', 'internet']",2,13,4,9,30.77
longxinglawyer,23742,"['long', 'xing', 'lawyer']",3,14,4,10,28.57
computecanada,23715,"['compute', 'canada']",2,13,6,7,46.15
goodview-digital,23712,"['good', 'view', 'digital']",3,16,7,9,43.75
artistwebsites,23654,"['artist', 'websites']",2,14,5,9,35.71
sportsarefree,23634,"['sports', 'are', 'free']",3,13,5,8,38.46
stadtplanschweiz,23625,"['stadt', 'plan', 'schweiz']",3,16,4,12,25.0
pilotwycieczek,23619,"['pilot', 'ycie']",2,14,5,9,35.71
thepriceproject,23612,"['the', 'price', 'project']",3,15,5,10,33.33
hotelslondon24,23598,"['hotels', 'london']",2,14,4,10,28.57
hotels-apulia,23577,"['hotels', 'apulia']",2,13,6,7,46.15
blackequipment,23554,"['black', 'equipment']",2,14,5,9,35.71
ahwebsolutions,23504,"['web', 'solutions']",2,14,6,8,42.86
wishpondpages,23499,"['wish', 'pond', 'pages']",3,13,4,9,30.77
yangzhilianmeng,23495,"['yang', 'zhi', 'lian', 'meng']",4,15,5,10,33.33
londonhotelsgb,23458,"['london', 'hotels']",2,14,4,10,28.57
breedbanddelft,23451,"['breed', 'band', 'delft']",3,14,4,10,28.57
stagcontentstackapps,23448,"['stag', 'content', 'stack', 'apps']",4,20,5,15,25.0
hotels-rajasthan,23412,"['hotels', 'rajasthan']",2,16,5,11,31.25
localhottestchicks,23402,"['local', 'hottest', 'chicks']",3,18,5,13,27.78
premium-mobile,23392,"['premium', 'mobile']",2,14,6,8,42.86
londonhotelsuk,23361,"['london', 'hotels']",2,14,5,9,35.71
ournewsletters,23358,"['our', 'newsletters']",2,14,5,9,35.71
salesforceliveagent,23350,"['sales', 'force', 'live', 'agent']",4,19,8,11,42.11
marketinginnovators,23346,"['marketing', 'innovators']",2,19,7,12,36.84
icbrock-asfize,23342,"['brock', 'ize']",2,14,5,9,35.71
kuwait-airways,23304,"['kuwait', 'airways']",2,14,6,8,42.86
weshareonline,23283,"['share', 'online']",2,13,6,7,46.15
hosted-by-mvps,23269,"['hosted', 'mvps']",2,14,2,12,14.29
vista-express,23267,"['vista', 'express']",2,13,4,9,30.77
jurassicparkdom,23233,"['jurassic', 'park', 'dom']",3,15,5,10,33.33
bluezonejordan,23216,"['blue', 'zone', 'jordan']",3,14,6,8,42.86
fool-workroom,23175,"['fool', 'work', 'room']",3,13,5,8,38.46
northcarolina-hotels,23148,"['north', 'carolina', 'hotels']",3,20,7,13,35.0
sedelectronica,23143,"['sed', 'electronica']",2,14,6,8,42.86
stz-rechnereinsatz,23076,"['chner', 'atz']",2,18,5,13,27.78
unixcolocation,23043,"['unix', 'location']",2,14,7,7,50.0
customfoodproducts,22956,"['custom', 'food', 'products']",3,18,6,12,33.33
xn--74-6kcaja7faupb6i,22936,['caj'],1,21,5,16,23.81
vrajanandpara,22896,"['rajan', 'and', 'para']",3,13,5,8,38.46
sportingpulse,22882,"['sporting', 'pulse']",2,13,4,9,30.77
tietoverkkopalvelut,22839,"['tie', 'over', 'opal', 'vel']",4,19,8,11,42.11
polskiestronyinternetowe,22716,"['polski', 'estro', 'internet', 'owe']",4,24,9,15,37.5
reputationdefender,22701,"['reputation', 'defender']",2,18,8,10,44.44
versanetonline,22686,"['versa', 'net', 'online']",3,14,6,8,42.86
effectiveperformancenetwork,22684,"['effective', 'performance', 'network']",3,27,10,17,37.04
hotelsoftennessee,22677,"['hotels', 'tennessee']",2,17,7,10,41.18
britishcolumbiahotels,22667,"['british', 'columbia', 'hotels']",3,21,8,13,38.1
fivethreeperspective,22656,"['five', 'three', 'perspective']",3,20,8,12,40.0
cloudcommercepro,22612,"['cloud', 'commerce', 'pro']",3,16,6,10,37.5
yongkangdental,22590,"['yong', 'kang', 'dental']",3,14,4,10,28.57
seaps-membrane,22584,"['seap', 'membrane']",2,14,5,9,35.71
eventinvenice,22579,"['event', 'venice']",2,13,6,7,46.15
wansan-microchip,22566,"['wans', 'microchip']",2,16,5,11,31.25
municipalimpact,22523,"['municipal', 'impact']",2,15,6,9,40.0
aliansoftware,22442,"['alian', 'software']",2,13,6,7,46.15
vigrxplusretailers,22395,"['plus', 'retailers']",2,18,6,12,33.33
webtropia-customer,22394,"['web', 'tro', 'pia', 'customer']",4,18,7,11,38.89
belovedfestival,22362,"['beloved', 'festival']",2,15,6,9,40.0
perimetercenter,22329,"['perimeter', 'center']",2,15,6,9,40.0
matthewleffler,22296,"['matthew', 'ler']",2,14,4,10,28.57
adstshirtwomens,22289,"['dst', 'shirt', 'womens']",3,15,4,11,26.67
citizenxpress,22284,"['citizen', 'xpress']",2,13,4,9,30.77
smartonlineorder,22268,"['smart', 'online', 'order']",3,16,6,10,37.5
changliplastic,22220,"['chang', 'plastic']",2,14,4,10,28.57
bangkokshotels,22218,"['bangkok', 'hotels']",2,14,4,10,28.57
dongxinggufen,22210,"['dong', 'xing', 'fen']",3,13,4,9,30.77
reversenumbertracker,22182,"['reverse', 'number', 'tracker']",3,20,7,13,35.0
joyehinternational,22168,"['joy', 'international']",2,18,8,10,44.44
advis-internal,22152,"['adv', 'internal']",2,14,5,9,35.71
herstellerkatalog,22140,"['her', 'steller', 'kata', 'log']",4,17,6,11,35.29
carmen-hernandez,22128,"['carmen', 'hernandez']",2,16,5,11,31.25
guangzhoutophotels,22098,"['guangzhou', 'top', 'hotels']",3,18,7,11,38.89
hotels-antalya,22068,"['hotels', 'antalya']",2,14,5,9,35.71
vrnjackabanjahoteli,22041,"['jacka', 'banja', 'hotel']",3,19,7,12,36.84
newhouse-tomsk,22027,"['new', 'house', 'tomsk']",3,14,5,9,35.71
swaincrosscountry,22022,"['swain', 'crosscountry']",2,17,5,12,29.41
deleted-domain,22019,"['deleted', 'domain']",2,14,6,8,42.86
sokobanjaprivatnismestaj,22018,"['banja', 'privat', 'mes', 'taj']",4,24,9,15,37.5
heartlandrealestate,22003,"['heartland', 'real', 'estate']",3,19,8,11,42.11
geniuscapital,21984,"['genius', 'capital']",2,13,6,7,46.15
satoriacademynj,21982,"['tori', 'academy']",2,15,6,9,40.0
xn--hemlngtan-y2a,21981,['ngt'],1,17,3,14,17.65
nocturnestudios,21979,"['nocturne', 'studios']",2,15,6,9,40.0
germanshepherdhandbook,21975,"['german', 'shepherd', 'handbook']",3,22,7,15,31.82
ultrabookonline,21973,"['ultra', 'book', 'online']",3,15,7,8,46.67
mastertopforum,21971,"['master', 'top', 'forum']",3,14,5,9,35.71
businessattorneyorangecountyca,21943,"['business', 'attorney', 'orange', 'county']",4,30,12,18,40.0
hotels-in-tyrol,21933,"['hotels', 'tyrol']",2,15,4,11,26.67
perspektivakam,21933,"['per', 'pek', 'vak']",3,14,5,9,35.71
rockymountainvapor,21927,"['rocky', 'mountain', 'vapor']",3,18,7,11,38.89
patternorpractice,21916,"['pattern', 'practice']",2,17,6,11,35.29
marylandrealestatewholesalers,21903,"['maryland', 'real', 'estate', 'wholesalers']",4,29,11,18,37.93
thedatarecoverycenter,21893,"['the', 'data', 'recovery', 'center']",4,21,8,13,38.1
stopsmokingsupport,21892,"['stop', 'smoking', 'support']",3,18,5,13,27.78
struttinginstyle,21890,"['strutting', 'style']",2,16,4,12,25.0
hotpointenterprise,21887,"['hot', 'point', 'enterprise']",3,18,7,11,38.89
partyhitsmusic,21887,"['party', 'hits', 'music']",3,14,4,10,28.57
pediatricdentalva,21880,"['pediatric', 'dental']",2,17,7,10,41.18
forcedmaturemovies,21878,"['forced', 'mature', 'movies']",3,18,8,10,44.44
sokobanjasmestaj,21877,"['banja', 'mes', 'taj']",3,16,6,10,37.5
crosscheckcatahoulas,21875,"['crosscheck', 'cat', 'hou', 'las']",4,20,7,13,35.0
gimutaowebsolutions,21873,"['gim', 'tao', 'web', 'solutions']",4,19,9,10,47.37
lovellacountry,21870,"['lovell', 'country']",2,14,5,9,35.71
hotels-beijing-ch,21867,"['hotels', 'beijing']",2,17,5,12,29.41
occasionalist,21867,"['occasion', 'list']",2,13,6,7,46.15
annuaireboutiqueenligne,21866,"['aire', 'bouti', 'queen', 'lig']",4,23,13,10,56.52
successinayearcoaching,21859,"['success', 'year', 'coaching']",3,22,9,13,40.91
interviewtips,21856,"['interview', 'tips']",2,13,5,8,38.46
creativechurchguys,21855,"['creative', 'church', 'guys']",3,18,6,12,33.33
legendallstarcheer,21853,"['legend', 'all', 'star', 'cheer']",4,18,6,12,33.33
plymouthcreate,21852,"['plymouth', 'create']",2,14,5,9,35.71
livingvertical,21849,"['living', 'vertical']",2,14,5,9,35.71
magictouchbeautystudio,21845,"['magic', 'touch', 'beauty', 'studio']",4,22,10,12,45.45
newcars-prices,21843,"['new', 'cars', 'prices']",3,14,4,10,28.57
stcroixbeachmassage,21843,"['croix', 'beach', 'massage']",3,19,7,12,36.84
shjimeiguanye,21842,"['jim', 'igua', 'nye']",3,13,6,7,46.15
thaitabletennis,21842,"['thai', 'table', 'tennis']",3,15,6,9,40.0
katedanse-bordeaux,21837,"['kate', 'danse', 'bordeaux']",3,18,8,10,44.44
unlockproject,21837,"['unlock', 'project']",2,13,4,9,30.77
raulalejandromartinez,21835,"['raul', 'alejandro', 'martinez']",3,21,9,12,42.86
newmarketbattlefieldmilitarymuseum,21833,"['newmarket', 'battlefield', 'military', 'museum']",4,34,13,21,38.24
artbywhoisandrea,21833,"['art', 'who', 'andrea']",3,16,6,10,37.5
avap-eliquide,21831,"['ava', 'liquid']",2,13,7,6,53.85
chiangmaisilverware,21827,"['chiang', 'mai', 'silverware']",3,19,8,11,42.11
therapeuticcraftcreativity,21819,"['therapeutic', 'craft', 'creativity']",3,26,10,16,38.46
boycomponents,21818,"['boy', 'components']",2,13,4,9,30.77
thehelpsgroup,21817,"['the', 'helps', 'group']",3,13,4,9,30.77
emergelimitada,21816,"['emerge', 'limit', 'ada']",3,14,7,7,50.0
cartoonporndelight,21814,"['cartoon', 'porn', 'delight']",3,18,6,12,33.33
bluedrivingacademy,21814,"['blue', 'driving', 'academy']",3,18,7,11,38.89
twosistersandamister,21811,"['two', 'sisters', 'and', 'mister']",4,20,7,13,35.0
melissagossmakeup,21809,"['melissa', 'goss', 'makeup']",3,17,7,10,41.18
surplus-schoolsbaltimore,21808,"['surplus', 'schools', 'baltimore']",3,24,8,16,33.33
mindbodyequilibrium,21802,"['mind', 'body', 'equilibrium']",3,19,8,11,42.11
americanwarriorcombatives,21796,"['american', 'warrior', 'combative']",3,25,11,14,44.0
restauranteuncastello,21787,"['restaurant', 'eun', 'castello']",3,21,9,12,42.86
creatingcapital,21787,"['creating', 'capital']",2,15,6,9,40.0
coffeemachineeu,21787,"['coffee', 'machine']",2,15,8,7,53.33
fastboywebsite,21783,"['fast', 'boy', 'website']",3,14,5,9,35.71
socialimpactsoftware,21780,"['social', 'impact', 'software']",3,20,8,12,40.0
huaxiazhendao,21780,"['hua', 'xia', 'zhen', 'dao']",4,13,7,6,53.85
mindenkilapja,21774,"['mind', 'enki', 'lap']",3,13,5,8,38.46
star30nailspa,21773,"['star', 'nails']",2,13,4,9,30.77
vrnjackabanjaprivatnismestaj,21771,"['jacka', 'banja', 'privat', 'mes', 'taj']",5,28,9,19,32.14
gonzobrothers,21771,"['gonzo', 'brothers']",2,13,4,9,30.77
dadswoodcrafting,21771,"['dads', 'wood', 'crafting']",3,16,5,11,31.25
yorktownjewishcenter,21771,"['yorktown', 'jewish', 'center']",3,20,6,14,30.0
classicpicturesphotography,21771,"['classic', 'pictures', 'photography']",3,26,8,18,30.77
borderstationpress,21769,"['border', 'station', 'press']",3,18,6,12,33.33
findjobforyou,21769,"['find', 'job', 'for', 'you']",4,13,5,8,38.46
apitours-bali,21766,"['api', 'tours', 'bali']",3,13,6,7,46.15
4ontarioplace,21766,"['ontario', 'place']",2,13,6,7,46.15
canterburycommons,21766,"['canterbury', 'commons']",2,17,5,12,29.41
top-affiliation,21765,"['top', 'affiliation']",2,15,7,8,46.67
drbarbrapayne,21762,"['barbra', 'payne']",2,13,4,9,30.77
thelacemakerssweatshopuk,21757,"['the', 'lace', 'makers', 'sweatshop']",4,24,9,15,37.5
achildsrefuge,21756,"['childs', 'refuge']",2,13,5,8,38.46
goodthingsproduction,21756,"['good', 'things', 'production']",3,20,7,13,35.0
baffapipinganddraincleaning,21755,"['ffa', 'piping', 'and', 'drain', 'cleaning']",5,27,10,17,37.04
wellworldofficial,21754,"['well', 'world', 'official']",3,17,6,11,35.29
albertabenavidesartista,21748,"['alberta', 'navi', 'des', 'artista']",4,23,10,13,43.48
circlechomealert,21744,"['circle', 'home', 'alert']",3,16,6,10,37.5
peppermillcasino,21741,"['pepper', 'mill', 'casino']",3,16,6,10,37.5
buyusedtrucksonline,21740,"['buy', 'used', 'trucks', 'online']",4,19,7,12,36.84
sokobanjahoteli,21737,"['banja', 'hotel']",2,15,7,8,46.67
popularlauren,21736,"['popular', 'lauren']",2,13,6,7,46.15
codefordetroit,21736,"['code', 'for', 'detroit']",3,14,6,8,42.86
womenofhopkins,21736,"['women', 'hopkins']",2,14,5,9,35.71
proba-tarhely,21734,"['pro', 'tar']",2,13,4,9,30.77
marketingartgallery,21731,"['marketing', 'art', 'gallery']",3,19,6,13,31.58
samanthagrier,21729,"['samantha', 'grier']",2,13,5,8,38.46
brunocarmenisjudoblog,21729,"['bruno', 'carmen', 'judo', 'blog']",4,21,8,13,38.1
ebcboxeldersd,21725,"['ebc', 'box', 'elders']",3,13,4,9,30.77
concentricmachine,21723,"['concentric', 'machine']",2,17,6,11,35.29
writerightwrite,21721,"['write', 'right', 'write']",3,15,5,10,33.33
raftingkampovi,21719,"['rafting', 'kam', 'pov']",3,14,5,9,35.71
aussiewineguy,21718,"['aussie', 'wine', 'guy']",3,13,7,6,53.85
attorneycarlcollinsiii,21717,"['attorney', 'carl', 'collins', 'iii']",4,22,9,13,40.91
susanprendina,21717,"['susan', 'end']",2,13,5,8,38.46
cydiainstallerdownload,21716,"['cydia', 'installer', 'download']",3,22,8,14,36.36
juanahernandezconesa,21715,"['juana', 'hernandez', 'cones']",3,20,9,11,45.0
fenstersaugertest,21714,"['nster', 'auger', 'test']",3,17,6,11,35.29
domesticstaff,21713,"['domestic', 'staff']",2,13,4,9,30.77
montereycountypoa,21710,"['monterey', 'county', 'poa']",3,17,7,10,41.18
chidbeachresort,21707,"['chid', 'beach', 'resort']",3,15,5,10,33.33
packingmachinechina,21704,"['packing', 'machine', 'china']",3,19,7,12,36.84
vegantreasurehunter,21704,"['vegan', 'treasure', 'hunter']",3,19,8,11,42.11
survivingseminary,21703,"['surviving', 'seminary']",2,17,6,11,35.29
saranathanspopshop,21702,"['sara', 'nathans', 'pop', 'shop']",4,18,6,12,33.33
artyounggallery,21702,"['art', 'young', 'gallery']",3,15,5,10,33.33
heimatchalets,21699,"['heimat', 'chalets']",2,13,5,8,38.46
artistsabroadhk,21695,"['artists', 'abroad']",2,15,5,10,33.33
basswatergrill,21694,"['bass', 'water', 'grill']",3,14,4,10,28.57
getcartoonporn,21694,"['get', 'cartoon', 'porn']",3,14,5,9,35.71
thebrisbaneavmedcentre,21693,"['the', 'brisbane', 'med', 'centre']",4,22,8,14,36.36
rtdnorthmetro,21693,"['north', 'metro']",2,13,3,10,23.08
safeacnetreatment,21686,"['safe', 'acne', 'treatment']",3,17,7,10,41.18
vg-salzwedel-land,21684,"['salzwedel', 'land']",2,17,4,13,23.53
fujianmingcha,21681,"['fujian', 'ming', 'cha']",3,13,5,8,38.46
windlasssales,21677,"['windlass', 'sales']",2,13,4,9,30.77
gratiscreditcard,21677,"['gratis', 'credit', 'card']",3,16,5,11,31.25
ducemixkitchen,21677,"['duce', 'mix', 'kitchen']",3,14,5,9,35.71
stikescirebon,21672,"['tike', 'sci', 'reb']",3,13,5,8,38.46
madisonengineeringps,21668,"['madison', 'engineering']",2,20,8,12,40.0
waterfordnursinghome,21668,"['waterford', 'nursing', 'home']",3,20,7,13,35.0
theburliesnyc,21666,"['the', 'bur', 'lies', 'nyc']",4,13,4,9,30.77
carpetwashingequipments,21665,"['carpet', 'washing', 'equipments']",3,23,8,15,34.78
happymothersday2014poems,21652,"['happy', 'mothers', 'day', '2014', 'poems']",5,24,6,18,25.0
witchcraftmoonspells,21652,"['witchcraft', 'moonspell']",2,20,5,15,25.0
forbetterforless,21645,"['for', 'better', 'for', 'less']",4,16,5,11,31.25
burnslikefiremusic,21645,"['burns', 'like', 'fire', 'music']",4,18,7,11,38.89
dorthealstrup,21644,"['dort', 'heals']",2,13,4,9,30.77
sourcearchive,21636,"['source', 'archive']",2,13,6,7,46.15
dynatrace-managed,21624,"['dyna', 'trace', 'managed']",3,17,6,11,35.29
noagendatorrents,21623,"['agenda', 'torrents']",2,16,6,10,37.5
camillawhittington,21622,"['camilla', 'whittington']",2,18,6,12,33.33
plascapcorporation,21618,"['ascap', 'corporation']",2,18,7,11,38.89
travelingtechie,21615,"['traveling', 'tech']",2,15,6,9,40.0
appraiserxsites,21612,"['appraiser', 'sites']",2,15,6,9,40.0
thaiexotictreasures,21607,"['thai', 'exotic', 'treasures']",3,19,9,10,47.37
eatlovegarlic,21607,"['eat', 'love', 'garlic']",3,13,6,7,46.15
liftinguhigher,21606,"['lifting', 'higher']",2,14,5,9,35.71
healthstorylines,21591,"['health', 'storylines']",2,16,5,11,31.25
lisbongreathotels,21579,"['lisbon', 'great', 'hotels']",3,17,6,11,35.29
totalcargoexpress,21576,"['total', 'cargo', 'express']",3,17,6,11,35.29
interiorbarndoorshq,21560,"['interior', 'barn', 'doors']",3,19,7,12,36.84
lobovoesteklo,21513,"['lobo', 'voest']",2,13,6,7,46.15
mediziner-test,21513,"['medi', 'zine', 'test']",3,14,5,9,35.71
toptanerkekgiyim,21498,"['top', 'taner']",2,16,6,10,37.5
globalsources,21485,"['global', 'sources']",2,13,5,8,38.46
vasistas-magazine,21480,"['vas', 'magazine']",2,17,7,10,41.18
backlink-counter,21468,"['backlink', 'counter']",2,16,5,11,31.25
lotusdigitalgroup,21456,"['lotus', 'digital', 'group']",3,17,7,10,41.18
africandreamadventuresafaris,21450,"['african', 'dream', 'adventure', 'safaris']",4,28,12,16,42.86
brightdayloans,21438,"['bright', 'day', 'loans']",3,14,4,10,28.57
nagoyafusionbrooklyn,21438,"['nagoya', 'fusion', 'brooklyn']",3,20,8,12,40.0
getusermanuals,21438,"['get', 'user', 'manuals']",3,14,6,8,42.86
thailandbeads,21432,"['thailand', 'beads']",2,13,5,8,38.46
genesisfortlee,21432,"['genesis', 'fort', 'lee']",3,14,6,8,42.86
blendedbabies,21420,"['blended', 'babies']",2,13,5,8,38.46
openshiftapps,21413,"['open', 'shift', 'apps']",3,13,4,9,30.77
adultere-rencontre,21404,"['adult', 'ere', 'ren', 'contre']",4,18,7,11,38.89
uniquelyyoursbypearl,21390,"['uniquely', 'yours', 'pearl']",3,20,8,12,40.0
creditvermittlung,21387,"['credit', 'ver', 'mitt', 'lung']",4,17,5,12,29.41
secure-primarysite,21381,"['secure', 'primary', 'site']",3,18,7,11,38.89
soaringfromwithin,21378,"['soaring', 'from', 'within']",3,17,6,11,35.29
justsharedthis,21375,"['just', 'shared', 'this']",3,14,4,10,28.57
zz-technology,21372,['technology'],1,13,3,10,23.08
informixchina,21372,"['for', 'mix', 'china']",3,13,5,8,38.46
wellmatchhealth,21360,"['well', 'match', 'health']",3,15,4,11,26.67
st-bonifatius-wittmund,21360,"['bon', 'ius', 'witt', 'und']",4,22,7,15,31.82
happy-beautyshop,21342,"['happy', 'beauty', 'shop']",3,16,5,11,31.25
bitcoinfaucethub,21324,"['bitcoin', 'faucet', 'hub']",3,16,7,9,43.75
seoulhotelspage,21309,"['seoul', 'hotels', 'page']",3,15,7,8,46.67
allhotelsillinois,21306,"['all', 'hotels', 'illinois']",3,17,7,10,41.18
mallorcahotelsweb,21297,"['mallorca', 'hotels', 'web']",3,17,6,11,35.29
digitalentrance,21265,"['digital', 'entrance']",2,15,6,9,40.0
robson-eilers,21198,"['robson', 'ler']",2,13,5,8,38.46
hotels-italian-riviera,21177,"['hotels', 'italian', 'riviera']",3,22,10,12,45.45
thelookoutapp,21171,"['the', 'lookout', 'app']",3,13,6,7,46.15
raspberryhosting,21151,"['raspberry', 'hosting']",2,16,4,12,25.0
tes-engineering,21128,"['tes', 'engineering']",2,15,6,9,40.0
patientsanctuary,21114,"['patient', 'sanctuary']",2,16,6,10,37.5
beautyinsider-secrets,21099,"['beauty', 'insider', 'secrets']",3,21,8,13,38.1
